,uf_0,uf_1,uf_2,uf_3,uf_4,if_0,uf_5,uf_6,uf_7,uf_8,uf_9,uf_10,uf_11,uf_12,uf_13,uf_14,uf_15,uf_16,label
6058,-1,-1,-1,7,-1,10,-1,0,1,2,700,0.15625,0,-1,0.089285714,0.087719298,1.0,6,0
6059,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6060,0,-1,4,12,-1,4,0,2,4,1,1180,0.2,0,5,0.099009901,0.098039216,1.4285714285714286,9,0
6061,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6062,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6063,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6064,-1,-1,4,-1,3,2,-1,2,3,1,1,0.0,8000,0,0.057142857142857134,0.041841004,2.3888888888888893,74,0
6065,3,-1,-1,11,-1,6,-1,2,0,1,664,-1.0,0,6,0.1,0.1,1.5,8,0
6066,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6067,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6068,0,-1,-1,8,-1,12,-1,5,1,1,9710,0.16666666666666666,0,-1,0.093457944,0.1,1.0,1,0
6069,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6070,0,-1,0,11,-1,10,0,5,18,2,599,0.16393442622950818,0,2,0.066225166,0.08403361300000001,2.6,0,0
6071,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6072,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6073,-1,-1,0,6,-1,1,-1,2,0,1,-1,0.0,0,3,0.074829932,0.053475935828877004,-1.0,4,0
6074,-1,-1,-1,-1,-1,1,-1,1,0,1,329,-1.0,0,-1,-1.0,-1.0,1.6666666666666667,20,0
6075,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6076,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6077,3,-1,-1,6,-1,7,-1,3,3,1,1690,0.1511627906976744,0,65,0.058510638297872335,0.084745763,1.05,0,0
6078,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6079,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6080,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6081,-1,-1,-1,-1,3,7,3,2,0,1,6900,0.0,6900,23,0.099009901,0.097087379,1.0,4,0
6082,-1,-1,-1,-1,3,10,-1,1,1,2,2000,0.0,0,0,0.081967213,0.081967213,1.0,4,0
6083,-1,-1,0,-1,-1,11,2,2,0,2,1697,-1.0,0,0,0.091743119,0.08403361300000001,1.0,12,0
6084,4,-1,0,4,-1,5,0,1,0,1,2588,0.076923077,0,1,0.099009901,0.099009901,1.0,7,0
6085,-1,-1,0,-1,-1,12,3,2,3,2,376,0.0,0,3,0.074626866,0.074626866,1.0,10,0
6086,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6087,-1,-1,-1,9,-1,2,3,5,3,1,9800,0.078947368,35200,0,0.09433962300000001,0.092592593,3.0,1,0
6088,-1,-1,3,7,-1,2,4,1,4,1,1550,0.0,11800,71,0.043478260869565216,0.087719298,1.2941176470588236,1,0
6089,-1,-1,-1,10,-1,1,4,2,0,1,-1,0.14925373134328354,0,20,0.067114094,0.050761420999999994,-1.0,0,0
6090,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6091,-1,-1,3,6,3,7,3,2,1,2,1880,0.0,0,0,0.08064516099999999,0.090909091,1.0,11,0
6092,0,-1,4,3,-1,8,0,2,1,3,500,0.0,0,3,0.04435483900000001,0.1,1.5,30,0
6093,-1,-1,-1,3,-1,9,-1,2,0,2,-1,0.14285714285714285,0,-3,0.095238095,0.09009009,-1.0,5,0
6094,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6095,4,-1,0,11,-1,11,4,2,0,2,2588,-1.0,0,4,0.08403361300000001,0.1,1.4444444444444444,71,0
6096,-1,-1,-1,-1,-1,6,-1,2,2,1,2469,-1.0,0,0,0.1,0.1,1.2857142857142858,0,0
6097,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6098,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6099,-1,-1,-1,-1,-1,10,-1,2,2,1,1,0.0,0,0,0.098039216,0.098039216,2.0,2,0
6100,-1,-1,-1,-1,3,8,-1,1,1,1,10,-1.0,0,0,0.1,0.1,1.0,2,0
6101,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,1
6102,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6103,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6104,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6105,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6106,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6107,4,-1,-1,9,-1,3,0,3,2,2,1700,0.0,0,2,0.090909091,0.08064516099999999,1.3571428571428572,3,0
6108,0,-1,0,4,3,8,3,3,0,1,2116,0.14285714285714285,0,0,0.08,0.076335878,1.2666666666666666,40,0
6109,-1,-1,-1,-1,3,5,-1,1,0,1,-1,-1.0,0,70,0.097087379,0.097087379,-1.0,0,0
6110,-1,-1,-1,2,3,6,-1,2,0,1,1,0.030769230769230767,0,16,0.1,0.081967213,1.0,1,0
6111,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6112,4,-1,-1,9,-1,9,-1,2,3,1,1320,0.0,0,19,0.06993007,0.1,1.25,18,0
6113,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6114,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6115,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6116,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6117,-1,-1,-1,-1,-1,7,3,2,3,1,1688,0.0,0,0,0.08620689699999999,0.083333333,1.0,2,0
6118,0,-1,0,6,-1,8,0,2,1,1,1300,0.125,0,0,0.092592593,0.085470085,1.0,16,0
6119,-1,-1,3,3,-1,3,4,2,0,1,3076,-1.0,0,2,0.09433962300000001,0.1,1.2,18,0
6120,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6121,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6122,-1,-1,0,7,-1,2,4,1,7,1,200,0.0,500,0,0.067114094,0.098039216,1.619047619047619,43,0
6123,-1,-1,4,7,2,12,-1,2,0,1,2900,-1.0,0,-1,0.1,0.1,1.0,7,0
6124,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6125,-1,-1,-1,-1,-1,7,2,3,0,1,1480,-1.0,0,2,0.076923077,0.073529412,1.1428571428571428,44,0
6126,-1,-1,0,12,-1,1,-1,2,2,1,1380,-1.0,0,0,0.1,0.1,1.1666666666666667,12,0
6127,4,-1,0,8,-1,3,4,1,1,2,300,0.0,0,0,0.089285714,0.1,1.2,4,0
6128,0,-1,4,9,3,8,4,3,5,1,138,0.0,0,4,0.06944444400000001,0.079365079,1.2608695652173914,55,0
6129,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6130,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6131,-1,-1,0,-1,-1,12,-1,2,2,1,193,-1.0,0,0,0.091743119,0.084745763,1.0,3,0
6132,4,-1,-1,-1,3,10,-1,1,44,1,100,0.13592233009708735,0,5,0.044247787999999996,0.024875621890547255,8.708333333333334,49,0
6133,-1,-1,-1,5,3,8,-1,2,0,1,801,-1.0,0,41,0.09401709400000001,0.088495575,1.1428571428571428,3,0
6134,4,-1,-1,6,-1,8,0,4,2,1,200,0.0,0,0,0.092592593,0.098039216,1.0,11,0
6135,4,-1,-1,-1,-1,6,-1,2,0,1,-1,-1.0,0,2,0.1,0.1,-1.0,4,0
6136,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6137,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6138,-1,-1,-1,-1,-1,12,0,3,3,3,600,0.2,0,0,0.085470085,0.1,1.125,20,0
6139,0,-1,-1,5,-1,7,-1,0,1,1,300,-1.0,0,0,0.087719298,0.083333333,1.6666666666666667,10,0
6140,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6141,-1,-1,-1,-1,-1,9,-1,2,0,1,-1,-1.0,0,5,0.1,0.1,-1.0,0,0
6142,-1,-1,-1,-1,-1,3,-1,2,1,3,399,-1.0,0,6,0.084745763,0.08064516099999999,1.5,13,0
6143,-1,-1,-1,-1,-1,4,-1,3,-1,-1,-1,0.0,-1,0,0.090909091,0.1,-1.0,-1,0
6144,4,-1,0,11,-1,11,4,2,0,2,12800,-1.0,0,0,0.1,0.1,1.0,7,0
6145,-1,-1,0,4,-1,3,0,2,2,2,8300,0.125,0,0,0.083333333,0.078740157,1.8,10,0
6146,-1,-1,0,-1,3,4,-1,2,0,2,500,-1.0,0,0,0.1,0.1,1.5,2,0
6147,4,-1,0,8,-1,10,0,5,3,2,360,0.0,0,7,0.037593985,0.1,1.375,0,0
6148,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6149,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6150,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6151,-1,-1,0,7,-1,7,0,2,1,1,1220,0.0,0,15,0.082706767,0.07092198599999999,1.0,5,0
6152,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6153,-1,-1,-1,-1,-1,11,3,3,2,1,2140,0.2,0,8,0.022058823999999998,0.1,1.2307692307692308,26,0
6154,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6155,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6156,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6157,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6158,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6159,-1,-1,-1,-1,-1,9,-1,1,7,2,199,0.0,0,0,0.071428571,0.055555556,1.238095238095238,43,0
6160,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6161,-1,-1,-1,12,3,11,-1,2,4,2,299,0.0,0,1,0.036231884057971016,0.08403361300000001,1.25,31,0
6162,-1,-1,3,10,3,3,3,4,0,1,3735,0.16049382716049382,0,3,0.09482758599999999,0.086956522,1.0,5,0
6163,-1,-1,-1,-1,-1,10,-1,1,0,1,1340,0.0,0,0,0.03003003,0.1,1.0,0,0
6164,3,-1,4,7,-1,11,0,2,0,1,1340,-1.0,0,0,0.097087379,0.097087379,1.0,6,0
6165,3,-1,-1,8,-1,2,-1,2,1,2,2080,0.0,0,48,0.072463768,0.1,1.0,2,0
6166,-1,-1,-1,-1,-1,12,-1,1,8,1,940,-1.0,0,0,0.1,0.1,1.4736842105263157,82,0
6167,-1,-1,-1,-1,-1,5,-1,2,0,1,1453,-1.0,0,0,0.087719298,0.1,1.0,0,0
6168,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6169,4,-1,-1,5,-1,1,-1,1,0,1,150,0.0,0,0,0.093457944,0.08620689699999999,2.0,8,0
6170,-1,-1,-1,-1,-1,8,-1,2,3,1,3460,0.14358108108108109,0,1,0.033333333,0.020790021000000002,1.125,19,0
6171,-1,-1,-1,-1,2,6,3,2,2,2,1790,0.13636363636363635,0,0,0.083333333,0.066666667,1.0,17,0
6172,0,-1,-1,5,-1,8,0,2,5,2,1000,0.0,0,1,0.038314176245210725,0.039840637000000005,1.1363636363636365,67,0
6173,-1,-1,-1,-1,-1,7,-1,2,1,1,290,0.15384615384615385,0,1,0.096153846,0.09433962300000001,1.0,1,0
6174,-1,-1,-1,-1,-1,2,0,2,2,1,2200,0.0,0,1,0.087719298,0.081967213,1.1428571428571428,11,0
6175,-1,-1,3,-1,3,4,-1,2,0,1,1080,-1.0,0,1,0.1,0.1,1.0,9,0
6176,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6177,0,-1,-1,-1,3,3,-1,2,0,1,8801,0.0,0,1,0.099009901,0.099009901,1.0,1,0
6178,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6179,3,-1,3,2,-1,10,0,3,1,1,2190,0.16666666666666666,0,0,0.096153846,0.098039216,1.0,22,0
6180,0,-1,-1,8,-1,4,-1,5,1,1,1678,0.2,0,1,0.049261084000000004,0.1,1.0,6,0
6181,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6182,0,-1,0,-1,-1,11,0,2,0,2,794,0.14285714285714285,0,1,0.091743119,0.089285714,1.0,17,0
6183,-1,-1,-1,-1,-1,2,0,2,2,1,299,0.15730337078651685,0,1,0.087719298,0.08403361300000001,1.5,14,0
6184,-1,-1,-1,-1,-1,8,-1,1,2,1,100,0.0,0,1,0.09433962300000001,0.081967213,1.3333333333333333,5,0
6185,-1,-1,-1,-1,-1,10,-1,2,0,0,-1,-1.0,0,-1,-1.0,-1.0,-1.0,-1,0
6186,0,-1,-1,10,-1,12,-1,3,1,2,301,0.0,0,1,0.09009009,0.092592593,1.0,1,0
6187,4,-1,0,3,-1,1,0,2,0,1,1640,0.15,0,0,0.091743119,0.097087379,1.3333333333333333,11,0
6188,-1,-1,-1,-1,3,11,3,2,0,1,2030,0.0,0,0,0.085470085,0.090909091,1.0,0,0
6189,0,-1,-1,10,-1,9,-1,5,0,0,-1,-1.0,0,-1,-1.0,-1.0,-1.0,-1,0
6190,4,-1,0,8,3,1,4,2,1,1,199,0.1509433962264151,0,0,0.076923077,0.068965517,1.5,23,0
6191,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6192,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6193,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6194,4,-1,-1,2,-1,11,-1,4,0,1,1180,-1.0,0,3,0.1,0.1,1.0,2,0
6195,-1,-1,-1,-1,-1,5,-1,3,0,0,-1,-1.0,0,0,-1.0,-1.0,-1.0,0,0
6196,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6197,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6198,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6199,0,-1,-1,2,-1,3,-1,3,1,1,2700,-1.0,0,2,0.1,0.1,1.0,0,0
6200,4,-1,3,9,-1,5,4,3,1,2,190,0.16666666666666666,0,0,0.097087379,0.08870967699999999,1.0,1,0
6201,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6202,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6203,4,-1,3,8,-1,3,4,2,1,1,780,0.125,0,0,0.099009901,0.099009901,1.0,1,0
6204,0,-1,4,8,-1,5,-1,1,2,2,150,0.15625,0,-1,0.088495575,0.08620689699999999,1.5,14,0
6205,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6206,-1,-1,-1,-1,-1,1,-1,2,5,1,1198,0.15485564304461946,0,0,0.042553191,0.031948882000000005,1.4285714285714286,12,0
6207,3,-1,-1,-1,-1,5,-1,2,1,1,1699,0.0,0,0,0.081300813,0.08,1.2,49,0
6208,-1,-1,3,-1,-1,12,-1,1,0,1,490,-1.0,0,1,0.098039216,0.09433962300000001,1.0,5,0
6209,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6210,0,-1,0,5,3,6,2,2,0,1,2198,0.15,0,1,0.093220339,0.084745763,1.0,18,0
6211,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6212,0,-1,-1,8,-1,11,-1,3,1,2,1,-1.0,0,0,-1.0,-1.0,1.0,3,0
6213,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6214,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6215,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6216,4,-1,-1,-1,3,10,4,2,2,1,119,0.0,0,2,0.051020408163265314,0.04,1.0,35,0
6217,-1,-1,3,-1,-1,5,0,2,2,1,1490,0.0,0,1,0.08870967699999999,0.075757576,2.0,1,0
6218,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6219,0,-1,-1,4,-1,1,-1,3,6,3,90,0.087420043,15900,33,0.03003003,0.051813471502590684,1.95,19,0
6220,0,-1,-1,6,-1,8,-1,5,2,1,2650,-1.0,0,2,0.1,0.1,1.0,6,0
6221,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6222,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6223,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,1
6224,0,-1,0,-1,-1,3,-1,2,6,3,199,0.0,0,2,0.054347825999999995,0.1,1.6,10,0
6225,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6226,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6227,-1,-1,-1,-1,-1,3,0,2,2,2,2760,0.0,9640,0,0.064516129,0.056179775,1.5,0,0
6228,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6229,-1,-1,-1,-1,-1,12,-1,1,0,1,1949,-1.0,0,0,0.1,0.08620689699999999,1.0,5,0
6230,-1,-1,-1,-1,-1,9,-1,1,1,2,1990,-1.0,0,0,0.1,0.098039216,1.0,6,0
6231,-1,-1,-1,-1,-1,5,-1,2,1,1,1600,0.15178571428571427,0,10,0.074074074,0.05952381,1.4,8,0
6232,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6233,3,-1,-1,4,-1,6,-1,3,1,1,690,0.0,0,32,0.045871559633027525,0.1,1.1666666666666667,18,0
6234,0,-1,0,6,-1,8,4,2,0,1,900,-1.0,0,0,0.089285714,0.1,1.4285714285714286,2,0
6235,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6236,3,-1,0,10,-1,9,0,3,6,1,1667,0.02083333333333333,0,0,0.089285714,0.090909091,1.3636363636363635,3,0
6237,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6238,-1,-1,-1,-1,3,5,3,2,1,3,899,0.15625,0,0,0.090909091,0.087719298,1.0,6,0
6239,-1,-1,-1,1,-1,8,-1,2,0,1,-1,-1.0,0,0,0.099009901,0.096153846,-1.0,1,0
6240,-1,-1,-1,-1,-1,2,-1,2,1,1,1,0.1588785046728972,0,7,0.085470085,0.081967213,1.0,1,0
6241,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6242,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6243,0,-1,-1,12,-1,10,-1,3,0,2,5393,0.2083333333333333,0,8,0.066225166,0.087719298,1.0,11,0
6244,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6245,0,-1,0,12,-1,8,4,1,0,1,5720,0.125,0,4,0.095652174,0.099009901,1.0,5,0
6246,-1,-1,-1,11,-1,10,-1,4,1,1,1600,-1.0,0,0,0.1,0.1,1.0,5,0
6247,4,-1,-1,12,-1,6,-1,5,1,3,150,-1.0,0,20,0.077464789,0.1,1.4,49,0
6248,-1,-1,-1,-1,-1,11,-1,2,0,1,-1,-1.0,0,0,0.1,0.1,-1.0,3,0
6249,0,-1,-1,-1,3,3,3,2,2,1,3520,0.14285714285714285,0,10,0.08620689699999999,0.078740157,1.3333333333333333,8,0
6250,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6251,-1,-1,-1,-1,-1,5,-1,1,2,1,660,0.19154929577464788,0,1,0.09009009,0.1,2.0,8,0
6252,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6253,0,3,-1,6,3,10,0,3,2,1,1212,0.1673469387755102,0,2,0.026041666666666668,0.067567568,1.368421052631579,66,0
6254,0,8,0,-1,2,4,4,3,6,1,2088,-1.0,0,2,0.09009009,0.088495575,1.0740740740740742,59,0
6255,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6256,0,-1,0,9,-1,7,-1,2,8,2,1068,0.2,0,15,0.042194092999999995,0.091743119,1.6,47,0
6257,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6258,-1,-1,-1,-1,-1,8,-1,1,0,2,-1,-1.0,0,1,0.099009901,0.097087379,-1.0,4,0
6259,-1,-1,-1,11,-1,3,-1,2,2,2,5850,-1.0,0,10,0.1,0.1,1.0,10,0
6260,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6261,0,-1,0,5,-1,1,0,1,0,1,2618,0.0,0,3,0.098214286,0.07751938,1.0,10,0
6262,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6263,-1,-1,-1,-1,-1,1,-1,2,0,3,1540,0.0,0,0,0.09009009,0.1,1.0,12,0
6264,-1,-1,-1,-1,-1,3,-1,2,2,1,1500,0.2,0,49,0.027027027027027032,0.1,1.6,23,0
6265,-1,-1,-1,-1,-1,1,3,5,0,1,-1,0.0,0,11,0.085470085,0.066225166,-1.0,1,0
6266,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6267,-1,-1,3,-1,-1,9,3,2,1,1,2200,0.0,0,1,0.096153846,0.092592593,1.0,4,0
6268,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6269,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6270,0,-1,-1,-1,-1,12,-1,3,3,1,2900,-1.0,0,-1,0.1,0.1,1.0,19,0
6271,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6272,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6273,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6274,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6275,-1,-1,0,3,-1,7,-1,2,1,1,500,0.0,0,8,0.039215686,0.052356020942408384,1.0,7,0
6276,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
6277,3,-1,0,7,-1,2,3,1,3,3,680,0.0,0,9,0.026666667,0.1,1.2941176470588236,45,0
6278,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
